From the estate that proved the extraordinary quality of the Ravera subzone, this compelling wine opens with heady scents of rose, iris, perfumed berry, new leather and camphor. Focused and full bodied, the precise palate is delicious and firmly structured, featuring ripe red cherry, crushed raspberry, licorice and tobacco framed in tightly knit fine-grained tannins. Fresh acidity keeps it beautifully balanced and lends youthful tension. Drink 2024–2056. KERIN O’KEEFE;99;Elvio Cogno 2016 Ravera (Barolo);$112;Ravera;Nebbiolo;Barolo, Piedmont, Italy;Elvio Cogno;KERIN O’KEEFE;14.5%;750 ml;Red;Wilson Daniels Ltd;9/1/2020
Wild berry, iris, menthol, star anise and new leather aromas follow over to the precise, full-bodied palate along with juicy cherry, raspberry compote and tobacco. Boasting elegance and structure in equal measure, it has taut refined tannins and fresh acidity that will give this decades of drinking pleasure. Drink 2026–2056. KERIN O’KEEFE;99;Brovia 2016 Garblèt Suè (Barolo);$92;Garblèt Suè;Nebbiolo;Barolo, Piedmont, Italy;Brovia;KERIN O’KEEFE;14.5%;750 ml;Red;Rosenthal Wine Merchant;9/1/2020
Another fragrant, drop-dead gorgeous wine from this fantastic estate, this opens with enticing scents of wild rose, red berry, baking spice and a whiff of smoke. Showing the hallmark finesse of Verduno, the smooth, delicious palate features juicy Marasca cherry, raspberry compote, licorice and flinty mineral framed in taut, refined tannins. Bright acidity keeps it youthfully tense and impeccably balanced. Drink 2024–2036. KERIN O’KEEFE;98;Comm. G. B. Burlotto 2016 Barolo;$60;;Nebbiolo;Barolo, Piedmont, Italy;Comm. G. B. Burlotto;KERIN O’KEEFE;14.5%;750 ml;Red;Bacchanal Wine Imports;9/1/2020
Fragrant, full bodied and boasting great finesse, this delicious Barolo hits all the right buttons. It opens with enticing aromas of woodland berry, rose, camphor, botanical herb and exotic spice while the elegantly structured palate doles out juicy red cherry, crushed raspberry, licorice and cinnamon. Firm, fine-grained tannins and fresh acidity keep it impeccably balanced. It's already tempting but hold for even more complexity. Drink 2024–2046. KERIN O’KEEFE;98;Sandrone 2016 Le Vigne (Barolo);$155;Le Vigne;Nebbiolo;Barolo, Piedmont, Italy;Sandrone;KERIN O’KEEFE;14.5%;750 ml;Red;Vintus LLC;9/1/2020
Camphor, pressed rose, new leather and forest-berry aromas shape the enticing nose on this firmly structured, focused red. The vibrant youthfully austere palate shows intensity, elegance and tension, delivering red cherry, strawberry compote, orange zest and tobacco. Assertive fine-grained tannins and racy acidity provide support while a licorice note lingers on the finish—an excellent performance for the difficult vintage. Drink 2026–2034. KERIN O’KEEFE;98;Oddero 2014 Vignarionda Riserva (Barolo);$170;Vignarionda Riserva;Nebbiolo;Barolo, Piedmont, Italy;Oddero;KERIN O’KEEFE;14%;750 ml;Red;The Piedmont Guy;9/1/2020
New leather, pressed rose, underbrush, dark spice and camphor are just some of the aromas you'll find on this extraordinary red. Full bodied, with depth and finesse, the elegant, structured palate delivers ripe Marasca cherry, crushed raspberry, licorice and tobacco framed in firm fine-grained tannins. Fresh acidity provides impeccable balance and aging potential. Drink 2024–2036. KERIN O’KEEFE;98;Figli Luigi Oddero 2016 Rocche Rivera (Barolo);$120;Rocche Rivera;Nebbiolo;Barolo, Piedmont, Italy;Figli Luigi Oddero;KERIN O’KEEFE;14.5%;750 ml;Red;Ionia Atlantic Imports, LLC;9/1/2020
Camphor, rose, red-berry and star anise aromas slowly take shape on this compelling, gorgeous red. Delicious, elegant and structured, the palate has youthful tension but already shows fantastic depth, delivering juicy Marasca cherry, raspberry compote, licorice and clove before closing on a hazelnut note. Firm refined tannins keep it perfectly balanced and give it an age-worthy structure. Drink 2026–2046. KERIN O’KEEFE;98;Brovia 2016 Rocche di Castiglione (Barolo);$106;Rocche di Castiglione;Nebbiolo;Barolo, Piedmont, Italy;Brovia;KERIN O’KEEFE;14.5%;750 ml;Red;Rosenthal Wine Merchant;9/1/2020
For all who criticized the 2014 vintage across the board, this is a great counterpoint. Opening with enticing scents of new leather, rose, camphor and perfumed berry, it's a textbook Serralunga Barolo. The chiseled palate is radiant, delivering juicy Marasca cherry, spiced cranberry and licorice while firm, fine-grained tannins provide taut support. Bright acidity keeps it racy, focused and balanced. It beautifully proves that even in challenging vintages, great producers can make great wines. Drink 2024–2034. KERIN O’KEEFE;98;Figli Luigi Oddero 2014 Vignarionda (Barolo);$160;Vignarionda;Nebbiolo;Barolo, Piedmont, Italy;Figli Luigi Oddero;KERIN O’KEEFE;14%;750 ml;Red;Ionia Atlantic Imports, LLC;9/1/2020
Iris, rose, botanical herb and dark spice aromas lead the way in this fragrant red, along with an enticing whiff of graphite. Elegantly structured and boasting youthful tension, the vibrant palate delivers juicy Morello cherry, crushed raspberry, cinnamon and star anise framed in taut, refined tannins. It's balanced and focused, with bright acidity. Drink 2024–2036. KERIN O’KEEFE;97;Renato Ratti 2016 Marcenasco (Barolo);$65;Marcenasco;Nebbiolo;Barolo, Piedmont, Italy;Renato Ratti;KERIN O’KEEFE;14%;750 ml;Red;LUX Wines;9/1/2020
Woodland berry, wild rose, new leather and camphor aromas shape the nose on this fragrant red. It's structured but also boasts a weightless elegance, delivering juicy red cherry, strawberry compote, licorice and tobacco set against noble tannins. Fresh acidity keeps it well balanced. Drink 2026–2056. KERIN O’KEEFE;97;Massolino 2016 Parafada (Barolo);$107;Parafada;Nebbiolo;Barolo, Piedmont, Italy;Massolino;KERIN O’KEEFE;14.5%;750 ml;Red;Vineyard Brands;9/1/2020
Menthol, rose, new leather and forest-berry aromas are front and center on this fragrant red. Full bodied and still youthfully austere, the tightly knit, palate shows dried Marasca cherry, spiced cranberry, licorice and crushed mint alongside firm fine-grained tannins. Give it time to fully unwind and develop even more complexity. Drink 2026–2056. KERIN O’KEEFE;97;Elio Grasso 2016 Ginestra Casa Matè (Barolo);N/A;Ginestra Casa Matè;Nebbiolo;Barolo, Piedmont, Italy;Elio Grasso;KERIN O’KEEFE;15%;750 ml;Red;Tenzing Wine and Spirits;9/1/2020
Enticingly fragrant, this radiant red opens with aromas of wild red berry, botanical herb, rose and smoky flint. Vibrant and savory, the chiseled palate delivers strawberry compote, pomegranate, thyme and licorice before an energizing orange-zest close. Taut fine-grained tannins and racy acidity lend balance and age-worthy structure. Drink 2026–2046. KERIN O’KEEFE;97;Comm. G. B. Burlotto 2016 Acclivi (Barolo);$89;Acclivi;Nebbiolo;Barolo, Piedmont, Italy;Comm. G. B. Burlotto;KERIN O’KEEFE;14.5%;750 ml;Red;Bacchanal Wine Imports;9/1/2020
Fragrant, elegant and brimming with youthful tension, this radiant red has enticing aromas evoking red rose, forest berry, camphor and dark spice. Loaded with finesse, the focused palate doles out juicy red cherry, pomegranate, licorice and a mineral tone alongside taut, refined tannins. Fresh acidity keeps balance and focus. Drink 2026–2036. KERIN O’KEEFE;97;Renato Ratti 2016 Conca (Barolo);$120;Conca;Nebbiolo;Barolo, Piedmont, Italy;Renato Ratti;KERIN O’KEEFE;14%;750 ml;Red;LUX Wines;9/1/2020
Scents of rose, menthol, sandalwood and crushed cherry shape the enticing nose on this focused, fragrant wine. Elegantly structured and delicious, the vibrant palate delivers strawberry compote, orange zest and licorice framed in taut refined tannins. Drink 2024–2036. KERIN O’KEEFE;97;Brandini 2016 R56 (Barolo);$80;R56;Nebbiolo;Barolo, Piedmont, Italy;Brandini;KERIN O’KEEFE;14.5%;750 ml;Red;USA Wine West;9/1/2020
Woodland-berry, eucalyptus, star anise and new leather aromas are front and center on this radiant red. Firmly structured, the youthfully austere palate shows Marasca cherry, strawberry compote and licorice accompanied by assertive, fine-grained tannins that need a few more years to fully unwind. Fresh acidity keeps it well balanced and lends great aging potential. Drink 2026–2056. KERIN O’KEEFE;97;Bruna Grimaldi 2016 Badarina (Barolo);$90;Badarina;Nebbiolo;Barolo, Piedmont, Italy;Bruna Grimaldi;KERIN O’KEEFE;14.5%;750 ml;Red;Massanois Imports;9/1/2020
Beguiling aromas of pressed rose, perfumed berry, dark spice and new leather mingle together on this fragrant, enticing red. Showing extraordinary finesse, the chiseled delicious palate delivers juicy raspberry, tart red cherry, cinnamon, star anise and chopped mint. A smoky mineral note graces the finish while taut lithe tannins and bright acidity provide elegant support—another beauty from what was overall a difficult vintage. Drink 2022–2034. KERIN O’KEEFE;97;Elvio Cogno 2014 Vigna Elena Riserva (Barolo);$143;Vigna Elena Riserva;Nebbiolo;Barolo, Piedmont, Italy;Elvio Cogno;KERIN O’KEEFE;N/A;750 ml;Red;Wilson Daniels Ltd;9/1/2020
Enticing scents of rose, iris, perfumed berry and an earthy whiff of truffle shape the fragrant nose on this dazzling wine. The delicious, full-bodied palate boasts structure and a weightless elegance, delivering juicy Marasca cherry, cherry compote, cinnamon and star anise. Taut polished tannins and fresh acidity provide balance and an elegant structure. It's already irresistible but will also age well for years. Drink 2022–2035. KERIN O’KEEFE;97;Elvio Cogno 2015 Bricco Pernice (Barolo);$135;Bricco Pernice;Nebbiolo;Barolo, Piedmont, Italy;Elvio Cogno;KERIN O’KEEFE;14.5%;750 ml;Red;Wilson Daniels Ltd;9/1/2020
Dark berry, exotic spice, blue-flower and menthol aromas take shape on this fragrant red. Full bodied and loaded with finesse, the firm palate doles out juicy morello cherry, raspberry compote, licorice and hints of French oak alongside firm fine-grained tannins. Drink 2024–2036. KERIN O’KEEFE;97;Sandrone 2016 Aleste (Barolo);$175;Aleste;Nebbiolo;Barolo, Piedmont, Italy;Sandrone;KERIN O’KEEFE;14.5%;750 ml;Red;Vintus LLC;9/1/2020
Glossy, elegant and full bodied, this beauty opens with aromas of dark berry, menthol, wild rose and exotic spice. The delicious, finessed palate doles out mouthfuls of juicy red cherry, raspberry compote, vanilla and licorice framed in taut, fine-grained tannins. Vibrant acidity keeps it focused and lends youthful tension. Drink 2024–2046. KERIN O’KEEFE;97;Renato Ratti 2016 Rocche dell'Annunziata (Barolo);$140;Rocche dell'Annunziata;Nebbiolo;Barolo, Piedmont, Italy;Renato Ratti;KERIN O’KEEFE;14.5%;750 ml;Red;LUX Wines;9/1/2020
Aromas of underbrush, camphor, fragrant pipe tobacco and a whiff of scorched earth form the nose on this captivating red. Firmly structured and boasting finesse, the youthful palate already shows great depth and precision, delivering raspberry compote, juicy black cherry, licorice and a hint of hazelnut set against firm fine-grained tannins and fresh acidity. Give it time to fully develop. Drink 2025–2040. KERIN O’KEEFE;97;Ettore Germano 2015 Vignarionda (Barolo);$154;Vignarionda;Nebbiolo;Barolo, Piedmont, Italy;Ettore Germano;KERIN O’KEEFE;14%;750 ml;Red;Sussex Wine Merchants;9/1/2020
Underbrush, wild herb, menthol and dark-spice aromas mingle with a whiff of fragrant purple flower on this gorgeous red. It boasts firm structure and finesse in equal measure, featuring juicy morello cherry, raspberry compote, licorice and cinnamon framed in assertive but refined tannins and fresh acidity. A minty note lingers on the finish. Drink 2028–2056. KERIN O’KEEFE;97;Giovanni Rosso 2016 Serra (Barolo);$95;Serra;Nebbiolo;Barolo, Piedmont, Italy;Giovanni Rosso;KERIN O’KEEFE;14%;750 ml;Red;Vias Imports;9/1/2020
This fantastic, focused red opens with enticing scents of rose, woodland berry, forest floor and a balsamic whiff of camphor. It's full bodied and elegantly structured, delivering flavors of ripe morello cherry, raspberry compote, cinnamon and licorice before a hazelnut close. Firm fine-grained tannins and fresh acidity provide the framework. Drink 2024–2046. KERIN O’KEEFE;97;Elio Grasso 2016 Gaverini (Barolo);N/A;Gaverini;Nebbiolo;Barolo, Piedmont, Italy;Elio Grasso;KERIN O’KEEFE;14.5%;750 ml;Red;Tenzing Wine and Spirits;9/1/2020
Aromas of ripe forest berry, camphor and fragrant purple flower come together in this full-bodied red, along with whiffs of new leather and underbrush. Concentrated and enveloping, the palate boasts an almost weightless finesse, delivering juicy Morello cherry, cranberry compote and licorice while velvety tannins lend seamless support. Drink 2024–2036. KERIN O’KEEFE;97;Fratelli Alessandria 2016 Monvigliero (Barolo);$90;Monvigliero;Nebbiolo;Barolo, Piedmont, Italy;Fratelli Alessandria;KERIN O’KEEFE;15%;750 ml;Red;North Berkeley Imports;9/1/2020
Rose, red-berry, camphor and dark-spice aromas slowly emerge in the glass. Showing Serralunga's hallmark of firm structure and finesse, the full-bodied, youthfully tense palate delivers juicy red cherry, raspberry compote, dried mint and licorice set against a backbone of noble tannins. Bright acidity keeps it impeccably balanced. Drink 2026–2056. KERIN O’KEEFE;97;Giovanni Rosso 2016 Cerretta (Barolo);$95;Cerretta;Nebbiolo;Barolo, Piedmont, Italy;Giovanni Rosso;KERIN O’KEEFE;14%;750 ml;Red;Vias Imports;9/1/2020
Forest berry, underbrush, iris, rose and camphor waft out of the glass. Savory, vibrant and expressive, the polished, structured palate delivers strawberry compote, crushed morello cherry, licorice and tobacco alongside firm, refined tannins. Bright acidity generates youthful tension. Drink 2024–2036. KERIN O’KEEFE;96;Brandini 2016 Cerretta (Barolo);$90;Cerretta;Nebbiolo;Barolo, Piedmont, Italy;Brandini;KERIN O’KEEFE;14.5%;750 ml;Red;USA Wine West;9/1/2020
Woodland-berry, new leather, camphor and fragrant blue-flower aromas align in the glass. Showing youthful tension and depth, the palate is still immaturely austere but delivers juicy Marasca cherry, raspberry and licorice alongside firm, refined tannins. Fresh acidity keeps it well balanced. Drink 2024–2041. KERIN O’KEEFE;96;Giacomo Fenocchio 2016 Villero (Barolo);$62;Villero;Nebbiolo;Barolo, Piedmont, Italy;Giacomo Fenocchio;KERIN O’KEEFE;14.5%;750 ml;Red;Skurnik Wines, Inc;9/1/2020
Aromas of wild rose, forest berry, star anise and camphor emerge from the glass. Polished and full in feel, the delicious palate doles out ripe Marasca cherry, raspberry compote, licorice and tobacco alongside fine-grained tannins that lend elegance while bright acidity keeps it fresh and youthfully tense. Drink 2026–2036. KERIN O’KEEFE;96;Mauro Veglio 2016 Arborina (Barolo);$60;Arborina;Nebbiolo;Barolo, Piedmont, Italy;Mauro Veglio;KERIN O’KEEFE;14.5%;750 ml;Red;Total Wine & More;9/1/2020
Juicy and smooth, this full-bodied red has aromas evoking fragrant purple flower, pipe tobacco, black-skinned berry and camphor. On the delicious, enveloping palate, firm but velvety tannins accompany ripe Marasca cherry, raspberry compote, cinnamon and licorice while fresh acidity lends balance and just enough tension. Drink 2024–2036. KERIN O’KEEFE;96;Mauro Veglio 2016 Paiagallo (Barolo);$90;Paiagallo;Nebbiolo;Barolo, Piedmont, Italy;Mauro Veglio;KERIN O’KEEFE;15%;750 ml;Red;Total Wine & More;9/1/2020
Rose, exotic spice and dark-skinned berry aromas mingle with whiffs of menthol and new leather on this radiant Barolo. Firmly structured and loaded with finesse, the savory palate delivers ripe morello cherry, orange zest, licorice and tobacco before a crushed mint finish. Taut fine-grained tannins and fresh acidity keep it well balanced. Drink 2026–2036. KERIN O’KEEFE;96;Poderi Luigi Einaudi 2016 Cannubi (Barolo);$138;Cannubi;Nebbiolo;Barolo, Piedmont, Italy;Poderi Luigi Einaudi;KERIN O’KEEFE;14.5%;750 ml;Red;Empson USA Ltd;9/1/2020
Rose, woodland berry and baking spice shape the nose along with crushed mint notes on this fragrant red. The savory, polished palate boasts succulent raspberry, ripe strawberry and white pepper before taut tannins and bright acidity reveal a firm, elegant structure. Star anise lingers on the finish. Drink 2023–2036. KERIN O’KEEFE;96;Elvio Cogno 2016 Cascina Nuova (Barolo);$66;Cascina Nuova;Nebbiolo;Barolo, Piedmont, Italy;Elvio Cogno;KERIN O’KEEFE;14.5%;750 ml;Red;Wilson Daniels Ltd;9/1/2020
Enticingly fragrant, this wine offers alluring scents of iris, rose, perfumed berry and wild herb. It's full bodied and elegant, delivering crushed raspberry, juicy Marasca cherry, star anise and orange zest set against a backbone of taut, fine-grained tannins. Bright acidity keeps it balanced and lends intensity. Drink 2024–2036. KERIN O’KEEFE;96;Pio Cesare 2016 Barolo;$70;;Nebbiolo;Barolo, Piedmont, Italy;Pio Cesare;KERIN O’KEEFE;14.5%;750 ml;Red;Maisons Marques & Domaines USA;9/1/2020
Demonstrating Serralunga's more elegant side thanks to soils that have higher than usual amounts of sand for the village, this offers enticing scents of red berry, iris, botanical herb and dark spice. Vibrant, structured and loaded with finesse, the linear palate offers crushed raspberry, dark cherry and star anise framed in taut, refined tannins. It's vibrant and balanced, with bright acidity. Drink 2026–2041. KERIN O’KEEFE;96;Massolino 2016 Margheria (Barolo);$107;Margheria;Nebbiolo;Barolo, Piedmont, Italy;Massolino;KERIN O’KEEFE;14.5%;750 ml;Red;Vineyard Brands;9/1/2020
Rose-petal, woodland-berry, clove and wild herb aromas are front and center on this fragrant red along with a whiff of camphor. From the heart of this legendary vineyard area, the focused, elegantly structured palate features pomegranate, crushed raspberry, star anise and a hint of cinnamon framed in tightly knit fine-grained tannins. Bright acidity keeps it balanced and lends enough energy for long cellaring. Drink 2024–2046. KERIN O’KEEFE;96;Borgogno F.lli Serio e Battista 2016 Cannubi (Barolo);$45;Cannubi;Nebbiolo;Barolo, Piedmont, Italy;Borgogno F.lli Serio e Battista;KERIN O’KEEFE;14%;750 ml;Red;Skurnik Wines, Inc;9/1/2020
Rose, crushed mint, red berry and baking spice aromas shape the nose on this fragrant red. Seamlessly combining structure and finesse, the focused palate delivers juicy Marasca cherry, pomegranate, licorice and menthol alongside firm, fine-grained tannins while fresh acidity keeps it balanced. It's still youthfully austere and promises excellent aging potential. Drink 2023–2043. KERIN O’KEEFE;96;Michele Chiarlo 2013 Cerequio Riserva (Barolo);$235;Cerequio Riserva;Nebbiolo;Barolo, Piedmont, Italy;Michele Chiarlo;KERIN O’KEEFE;14%;750 ml;Red;Kobrand;9/1/2020
From the great 2013 vintage, this elegantly structured wine offers enticing aromas of pressed rose, perfumed berry, camphor and a whiff of truffle. The chiseled, vibrant palate picks up where the nose left off, delivering juicy red cherry, raspberry compote, licorice and baking spice set against taut, refined tannins. It's well balanced by bright acidity. Drink 2023–2043. KERIN O’KEEFE;96;Francesco Rinaldi 2013 Cannubi Riserva (Barolo);$125;Cannubi Riserva;Nebbiolo;Barolo, Piedmont, Italy;Francesco Rinaldi;KERIN O’KEEFE;14%;750 ml;Red;Polaner Selections;9/1/2020
Aromas of fragrant purple flower, red berry and dark spice mingle together with menthol notes. Showing structure and finesse, the delicious, elegant palate delivers black raspberry, juicy morello cherry and licorice. Fine-grained tannins lend polished support. Drink 2022–2030. KERIN O’KEEFE;96;Francesco Rinaldi 2015 Cannubi (Barolo);$75;Cannubi;Nebbiolo;Barolo, Piedmont, Italy;Francesco Rinaldi;KERIN O’KEEFE;14%;750 ml;Red;Polaner Selections;9/1/2020
Forest floor, mature plum, new leather and game mingle with a floral scent of iris. Showing an attractive combination of earthiness and elegance, the savory, enveloping palate doles out juicy Marasca cherry, raspberry compote, truffle and white pepper alongside chewy, fine-grained tannins. Fresh acidity keeps it balanced and youthfully tense. Drink 2024–2036. KERIN O’KEEFE;96;Michele Chiarlo 2016 Cannubi (Barolo);$125;Cannubi;Nebbiolo;Barolo, Piedmont, Italy;Michele Chiarlo;KERIN O’KEEFE;14%;750 ml;Red;Kobrand;9/1/2020
Iris, woodland-berry and pine-forest aromas shape the nose. On the focused, vibrant palate, mint and star anise notes accent a core juicy Marasca cherry. Taut polished tannins and bright acidity provide balance and a firm lithe structure. Drink 2024–2031. KERIN O’KEEFE;96;Giovanni Rosso 2016 del Comune di Serralunga d'Alba (Barolo);$66;del Comune di Serralunga d'Alba;Nebbiolo;Barolo, Piedmont, Italy;Giovanni Rosso;KERIN O’KEEFE;14%;750 ml;Red;Vias Imports;9/1/2020
Fragrant purple flower, dark-skinned berry, chopped mint and pipe tobacco are just some of the aromas you'll find on this captivating red. The delicious palate combines structure, finesse and earthiness, delivering juicy Marasca cherry, black raspberry, licorice and truffle framed in taut, fine-grained tannins. Fresh acidity keeps it youthfully focused and well balanced. Drink 2024–2036. KERIN O’KEEFE;96;Michele Chiarlo 2016 Cerequio (Barolo);$125;Cerequio;Nebbiolo;Barolo, Piedmont, Italy;Michele Chiarlo;KERIN O’KEEFE;14%;750 ml;Red;Kobrand;9/1/2020
Focused and vibrant, this chiseled red has enticing scents of small red berry, rose, menthol and culinary spice. On the taut, youthfully austere palate, a backbone of firm, fine-grained tannins supports juicy red cherry, strawberry and licorice while fresh acidity keeps it balanced. Give it time to unwind and come together. Drink 2026–2041. KERIN O’KEEFE;96;G D Vajra 2016 Ravera (Barolo);$90;Ravera;Nebbiolo;Barolo, Piedmont, Italy;G D Vajra;KERIN O’KEEFE;14.5%;750 ml;Red;Winebow;9/1/2020
New leather, camphor, tobacco and fragrant purple flower are just some of the aromas you'll find on this fragrant, focused red. The delicious palate features juicy red cherry, crushed raspberry, baking spice and truffle while taut polished tannins provide seamless support. Fresh acidity keeps it youthful and balanced. It's already showing beautifully but will also offer years of pleasure. Drink through 2031. KERIN O’KEEFE;96;Barale Fratelli 2016 Castellero (Barolo);$70;Castellero;Nebbiolo;Barolo, Piedmont, Italy;Barale Fratelli;KERIN O’KEEFE;14%;750 ml;Red;DJK Imports;9/1/2020
Pressed rose, camphor, woodland berry, dark spice and new leather are just some of the aromas you'll find on this fragrant red. Radiant, structured and boasting finesse and depth, the palate delivers raspberry compote, mature morello cherry, cinnamon and menthol framed in taut refined tannins. It's well balanced, with bright acidity. Drink 2024–2036. KERIN O’KEEFE;96;Fratelli Alessandria 2016 Gramolere (Barolo);$80;Gramolere;Nebbiolo;Barolo, Piedmont, Italy;Fratelli Alessandria;KERIN O’KEEFE;14.5%;750 ml;Red;North Berkeley Imports;9/1/2020
Combining finesse, structure and fragrance, this radiant red offers enticing scents of perfumed berry, wild herb, clove and a balsamic whiff of camphor. On the chiseled, well-balanced palate, firm refined tannins and fresh acidity accompany juicy black cherry, baking spice, crushed mint and tobacco. It's both concentrated yet weightless. Drink 2026–2046. KERIN O’KEEFE;96;Mirafiore 2016 Lazzarito (Barolo);$125;Lazzarito;Nebbiolo;Barolo, Piedmont, Italy;Mirafiore;KERIN O’KEEFE;14%;750 ml;Red;Domaine Select Wine & Spirits;9/1/2020
Classic Nebbiolo aromas of perfumed berry, rose petal, iris, new leather and balsamic whiffs of camphor shape the expressive nose. Smooth and enveloping, the full-bodied delicious palate doles out raspberry compote, juicy morello cherry, cinnamon and star anise framed in polished, velvety tannins. Drink through 2027. KERIN O’KEEFE;96;Barale Fratelli 2015 Cannubi (Barolo);$80;Cannubi;Nebbiolo;Barolo, Piedmont, Italy;Barale Fratelli;KERIN O’KEEFE;14.5%;750 ml;Red;DJK Imports;9/1/2020
Mature Marasca cherry, rose and menthol aromas mingle with new leather and clove on this structured, linear red. The firm polished palate features crushed raspberry, orange zest, licorice and tobacco framed in taut refined tannins. Drink 2022–2032. KERIN O’KEEFE;96;Borgogno 2015 Cannubi (Barolo);$164;Cannubi;Nebbiolo;Barolo, Piedmont, Italy;Borgogno;KERIN O’KEEFE;14%;750 ml;Red;Domaine Select Wine & Spirits;9/1/2020
Perfumed berry, pine-forest, rose and menthol aromas mingle together on this fragrant, stunning red. It's classically crafted, full bodied and loaded with finesse, delivering juicy red cherry, crushed raspberry, mint and star anise set against taut refined tannins. It's nicely balanced, with bright acidity and youthful tension. Drink 2022–2031. KERIN O’KEEFE;96;Figli Luigi Oddero 2016 Barolo;$58;;Nebbiolo;Barolo, Piedmont, Italy;Figli Luigi Oddero;KERIN O’KEEFE;14.5%;750 ml;Red;Ionia Atlantic Imports, LLC;9/1/2020
Ripe dark-skinned berry, new leather, tilled earth and camphor aromas are front and center. Full bodied and delicious, the chewy, enveloping palate doles out raspberry compote, juicy Marasca cherry, licorice and clove set against taut, seasoned tannins. Fresh acidity keeps it fresh and balanced. Drink 2023–2031. KERIN O’KEEFE;96;Brandini 2016 Annunziata (Barolo);$95;Annunziata;Nebbiolo;Barolo, Piedmont, Italy;Brandini;KERIN O’KEEFE;14.5%;750 ml;Red;USA Wine West;9/1/2020
This full-bodied firmly structured wine opens with aromas of ripe dark-skinned berry, rose petal, new leather and eucalyptus. Showing its Serralunga pedigree, it features tightly wound, noble tannins that provide assertive but seamless support for juicy Marasca cherry, crushed raspberry, tobacco and licorice before a minty close. Give it time to fully develop. Drink 2026–2046. KERIN O’KEEFE;95;Luigi Baudana 2016 Cerretta (Barolo);$90;Cerretta;Nebbiolo;Barolo, Piedmont, Italy;Luigi Baudana;KERIN O’KEEFE;14.5%;750 ml;Red;Frederick Wildman & Sons, Ltd;9/1/2020
Smooth and juicy, this fresh, polished red offers enticing aromas of rose, violet, forest berry and baking spice. On the delicious, succulent palate, refined tannins accompany ripe morello cherry, raspberry compote, nutmeg and cinnamon. It's already thoroughly enjoyable. Drink through 2031. KERIN O’KEEFE;95;Fontanafredda 2016 Proprietà in Fontanafredda (Barolo);$99;Proprietà in Fontanafredda;Nebbiolo;Barolo, Piedmont, Italy;Fontanafredda;KERIN O’KEEFE;14%;750 ml;Red;Taub Family Selections;9/1/2020
Rose, iris, camphor and forest berry aromas mingle with whiffs of pine forest and dark spice. Youthfully austere, and that's a good thing, the firmly structured palate shows wonderful finesse, delivering sour cherry, cranberry and licorice framed in taut, fine-grained tannins and racy acidity. It still needs time, so no rush. Drink 2025–2043. KERIN O’KEEFE;95;Borgogno 2013 Riserva (Barolo);$130;Riserva;Nebbiolo;Barolo, Piedmont, Italy;Borgogno;KERIN O’KEEFE;14.5%;750 ml;Red;Domaine Select Wine & Spirits;9/1/2020
Enticingly fragrant, this has an alluring nose featuring rose, iris, forest berry and whiffs of exotic incense. Racy and elegantly structured, the focused palate features juicy red cherry, strawberry compote, baking spice and a hint of crushed herb. Firm, polished tannins and vibrant acidity provide seamless support and balance. Drink 2026–2046. KERIN O’KEEFE;95;Mirafiore 2016 Paiagallo (Barolo);$100;Paiagallo;Nebbiolo;Barolo, Piedmont, Italy;Mirafiore;KERIN O’KEEFE;14%;750 ml;Red;Domaine Select Wine & Spirits;9/1/2020
Rose, woodland-berry, dark-spice and camphor aromas form the fragrant nose. Reflecting the aromas, the structured, elegant palate delivers juicy red cherry, strawberry compote and licorice while an iron-mineral note lingers on the close. Taut, refined tannins and fresh acidity keep it perfectly balanced. Drink 2024–2031. KERIN O’KEEFE;95;Brezza 2016 Barolo;$48;;Nebbiolo;Barolo, Piedmont, Italy;Brezza;KERIN O’KEEFE;14.5%;750 ml;Red;Coeur Wine Co;9/1/2020
Rose, truffle and camphor aromas mingle with a whiff of forest berry. Full bodied and delicious, the chewy palate doles out raspberry compote, ripe black cherry, cinnamon and licorice before a tobacco close. Velvety tannins provide supple support. This is the best wine I've had to date from this estate. Drink 2021–2030. KERIN O’KEEFE;95;Bric Cenciurio 2015 Barolo;$45;;Nebbiolo;Barolo, Piedmont, Italy;Bric Cenciurio;KERIN O’KEEFE;14.5%;750 ml;Red;Tavolo Vigneto;9/1/2020
Fragrant and chock–full of finesse, this radiant red opens with enticing scents of rose, woodland berry, dark spice and a whiff of wild herb. The vibrant, elegant palate delivers juicy red cherry, strawberry compote, licorice and hints of hazelnut set against taut polished tannins. Bright acidity keeps it balanced. Drink 2024–2036. KERIN O’KEEFE;95;Giulia Negri 2016 Serradenari (Barolo);$85;Serradenari;Nebbiolo;Barolo, Piedmont, Italy;Giulia Negri;KERIN O’KEEFE;14%;750 ml;Red;Kermit Lynch Wine Merchant;9/1/2020
Underbrush, toasted hazelnut and camphor aromas lead the way along with whiffs of vanilla. The firmly structured palate is still youthfully austere, delivering juicy Marasca cherry, spiced cranberry, licorice and roasted coffee bean set against a backbone of close-grained tannins and bright acidity. Give this time to fully develop. Drink 2026–2046. KERIN O’KEEFE;95;Ettore Germano 2016 Prapò (Barolo);$60;Prapò;Nebbiolo;Barolo, Piedmont, Italy;Ettore Germano;KERIN O’KEEFE;14.5%;750 ml;Red;Sussex Wine Merchants;9/1/2020
